,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine,DiffExportImports,NetworkByArea,DiffBirthvsDeath,EnergyResoursesDiffExportImport
Natural gas - production,0.5190160583902748,0.31949098533486986,0.38842065607855547,0.3534504556954424,0.5747010009533483,-0.02410395734863026,0.24300120382341575,0.1429015786429726,-0.05105801949250258,0.2703226977381506,-0.10856040154847406,0.04384178455246179,-0.09512580329179399,0.012185630581404441,-0.06554501907479623,0.0019350884156740795,-0.03764177537505909,-0.06572411780890061,0.30531380340126163,0.30558016384005104,0.5016803995123401,0.7029998486512928,0.5834121742103671,0.4607491228427711,0.5714285778666873,0.2063104177483695,0.5937769045550902,0.4337131887015303,0.45144622347309776,0.5798761690108137,0.5767775685005926,0.16156886656919375,0.41077018422683526,0.5527320303844148,0.0754960817775788,0.11388390675323924,-0.07614963677106362,-0.05804117623660168,0.8281426179155663,0.49309469043549586,0.515193422853982,0.3761261314465306,0.7899469380451885,0.7378071938749652,0.8009295010464602,0.38032990684292856,1.0,0.9426509956043344,0.7736470751310478,0.31493289088716225,0.634437735214658,0.4870801582836969,0.7613016040720186,0.2243981390538666,0.2622179578450019,0.1548940850117961,-0.061593528110410925,-0.14902298818173293,0.013512316148768052,0.10742341726035008,-0.13038481771418425,-0.14105197422289423,0.1241372340376107,-0.13094035912286564,0.14416447937359858,-0.1390927069614279,-0.0021194280825150933,-0.08174249677486753,0.7274495340178525,0.8159795446138679,0.6222787268655341,0.2999502679085895,-0.42272393525554025,-0.0824865143510242,-0.1472355201524358,0.34372455263114987
Natural gas - consumption,0.6998886545162959,0.43437032970288486,0.5319221185102466,0.5014212313934503,0.7342566546110736,-0.019673211094825793,0.23373579124099086,0.13872124185281745,-0.03944282750149984,0.39151580674576253,-0.12488408130735468,0.041485275871407955,-0.07900392835502522,0.026283874140964555,0.038259299328790033,-0.0017667203623638202,-0.09617496231738913,-0.09768962107051839,0.5103718989015166,0.5105621293214567,0.68892894655456,0.8368719695234439,0.759089472068625,0.6482900454340074,0.7589806626570015,0.35432545512111807,0.7266813440756141,0.5276713325848946,0.5624825210481991,0.7256416850701382,0.7242584218450966,0.22293907499370247,0.5327375276748947,0.705988824210803,0.068518580889669,0.16797604737932081,-0.11809005507272699,0.016603308881936733,0.8046612700397531,0.4127396155384829,0.7068272264176364,0.39034981246324746,0.9120329413806736,0.8802254354673384,0.8465497755269026,0.5340372701087114,0.9426509956043344,1.0,0.5885405189334456,0.5504217090224612,0.49280907734674206,0.6229392330807797,0.7236897088131841,0.20600263578623887,0.3752847898992668,0.21816708826728487,-0.10977383662474009,-0.19071349841641103,0.04118594298068776,0.09932581173859736,-0.15949278356243848,-0.17603394946996956,0.1747826514364214,-0.16908418713325302,0.13162164674479235,-0.16868521139230516,0.0014302603468184993,-0.07246381785319053,0.7997801929647028,0.9054464353277183,0.7480104056835182,0.36401192075142486,-0.4350020116599663,0.030812933851891912,-0.19516336474635973,0.03725222208390443
Natural gas - exports,0.22612153035716245,0.12409869455565127,0.1535044867284244,0.12668670729302464,0.2496686671647547,-0.026366621486208743,0.3587389989240211,0.21237555718028756,-0.0518889684902421,0.08336773200877072,-0.11535885456032921,-0.056340809381671283,0.0008447690218221223,0.041532386949958214,-0.10346624517339632,-0.026975947423235308,-0.0420032641711409,-0.11842351997666424,0.11850686765650245,0.11889849416215828,0.2027560107487011,0.28148323080637505,0.3173585924840941,0.26382254472619754,0.2828160598601466,0.0765721089217367,0.3087991029480783,0.31580462627664074,0.31326001243662194,0.2607231687528026,0.2527488488975316,0.27678135264380227,0.18497568301856177,0.23857152539147033,0.029030079372185498,0.08760873537272808,-0.027153187528269403,-0.045624614936594525,0.5785013285538063,0.48169812367331105,0.19174421847035783,0.2021670842108052,0.3973618231027382,0.3376888970390825,0.5510868919017254,0.22824636169061147,0.7736470751310478,0.5885405189334456,1.0,0.18856353761440658,0.678346550393289,0.2109825535729548,0.6464194113093659,0.13137344431103357,0.07957099694395749,0.1865253846537527,-0.05910407291189775,-0.1693316480702723,0.018954472176908797,0.14467927850786616,-0.13113817194752078,-0.1550530685689221,0.15254869940152763,-0.13349834566362265,0.13631876057927958,-0.10466739281769208,0.033373022277839684,-0.13560840410352645,0.32656597396002496,0.4797296746901043,0.2843032823804121,0.2157331957138886,-0.08468088846639929,-0.05788584415245556,-0.1683401111545284,0.7074772151094842
Natural gas - imports,0.7585953482415226,0.46812996895023123,0.5842482618614059,0.5831375632407096,0.6843157438757806,-0.004873698060057644,0.3031990348229426,0.1902042744803529,0.0010501286898325557,0.4624903079795536,-0.16046858999237626,-0.11760078956503546,0.08998130828860924,0.0893659834828427,0.28649226046971427,-0.03661417913823979,-0.2470998281441416,-0.24001376582954248,0.7975686311244172,0.7976046422417629,0.7537764074057307,0.5597659025842969,0.8180981180786157,0.8543962059222734,0.8293031166041385,0.5784652976400094,0.6394404465705728,0.5702296206588457,0.6191612067188756,0.6405526585471889,0.6394759258053497,0.47489583462402307,0.5332782998088562,0.6543048738723591,-0.021808174211176888,0.2736874443690664,-0.16588029506783877,0.2562708174148651,0.26927890931701043,0.06418941309968237,0.7580839384126238,0.02967686965916531,0.6315088993789253,0.6537324081566134,0.5211785819580342,0.7130059551993168,0.31493289088716225,0.5504217090224612,0.18856353761440658,1.0,0.03633909311571485,0.5840527269437873,0.31307972968265274,-0.003777839462709402,0.42941915488975657,0.40604956172542717,-0.2240014265343044,-0.30566234000527076,0.12958651410026945,0.10427379952253882,-0.21706861757680598,-0.26507184844353576,0.3245574587333531,-0.25534761623015534,0.03181165264887007,-0.21149703859743976,0.02932627354946988,-0.09715622418330007,0.37232149561630196,0.561246094283123,0.5695868344558265,0.38765254017890544,0.032732938181224545,0.40877459276215733,-0.33063401413705823,-0.468053365938305
Natural gas - proved reserves,0.18149643532909146,0.16148127073568325,0.17541214910477265,0.11972773587925249,0.15286585154487076,-0.030661182245081593,0.19428793073289338,0.21513115810052913,-0.05364751024898892,0.12331205276368766,-0.039245577675788006,0.049401840998821465,-0.08835088323201339,-0.014988742591109746,-0.14157379936399786,0.07121502677215559,0.0871329323971975,0.02722205404867094,0.046516049842497936,0.04686810649713436,0.049680165027569965,0.0005826529287626018,0.041376690372918,0.11718803774627383,0.07059603857806705,0.16887111946958852,-0.0114520918352271,0.01586929160791678,-0.013308536276804868,0.16559288609590453,0.1569733138856641,0.07141965704104203,-0.016652825647868158,0.15190911408033533,0.12570164337665957,0.05902163570945588,-0.07692624108010969,-0.1315426898799413,0.60764046456275,0.545963907929562,0.008060537122396039,0.44083111263604363,0.24029093137242233,0.176846575001458,0.34361652111502167,0.006358743336071794,0.634437735214658,0.49280907734674206,0.678346550393289,0.03633909311571485,1.0,0.18770038784358756,0.5254456293698543,0.21595686649592769,0.12045238370647024,0.08234747221006825,-0.021071066800306144,-0.10245437278174882,-0.039394931006906685,0.08946834401308433,-0.09974653150644253,-0.09190421238196672,0.04603223618520697,-0.0926157567868882,0.11836243286835511,-0.10098249464211081,-0.05816436081182026,-0.018234917977602468,0.051523559151959955,0.2067549498180795,0.11848973936282196,0.13352886551434068,0.15697707211440828,-0.136516419348498,-0.08810956144533837,0.5379870573508754
Carbon dioxide emissions from consumption of energy,0.9372850641445285,0.8530962340741662,0.9464658845629775,0.9731905276279624,0.9577633267594374,0.033343837677479615,0.10666080900454156,0.2090896993191996,0.010009079639586941,0.8880994431226501,-0.0997055537072302,0.06866300771310749,-0.0708996658016305,0.02163859345144011,0.030259230217837035,-0.01244670234334697,-0.10447836022936047,-0.10264460802098546,0.8308726223446683,0.8309178161320641,0.9075966936836574,0.631613324400417,0.5960706947951185,0.8583762484810809,0.8377717103615311,0.8598987033005262,0.41510564551514256,0.39264613570320095,0.36928329132086163,0.9795917544395991,0.9793515421019873,0.19395891888967962,0.2963853771678165,0.9825240795815232,0.027326330626426143,0.08803460772359935,-0.07878144900183483,0.0618071777266345,0.4612665595329105,0.13297126458239847,0.8322748509815346,0.11478007086995197,0.8068920774238725,0.8294819976405151,0.4897891998529472,0.47864196172012763,0.4870801582836969,0.6229392330807797,0.2109825535729548,0.5840527269437873,0.18770038784358756,1.0,0.5734687063794371,0.07839648227961973,0.8112043676309738,0.16418090348222206,-0.09492909011684979,-0.14573145763968262,0.02460556050489225,0.05207506551092847,-0.10998472400699182,-0.11210346846933003,0.11660253535284038,-0.13442937761877877,-0.0364726169821838,-0.11421553377253187,0.0019167508044311261,-0.08274818046160291,0.419982386659078,0.7296989315394037,0.8175278253046355,0.40517630741348215,0.016118639529180724,0.04518679329755699,-0.14711963783196694,-0.21879596917461538
Area,0.5764191166955464,0.49436707416994774,0.5500253462915309,0.4960424120361367,0.5928921915797514,0.03171844736486991,0.05726718403056691,0.08246547330940561,-0.005707764001792636,0.4736047343477846,-0.068655206582627,0.06634141655965867,-0.08320662406567779,0.01682908427341088,-0.04669199381038201,0.012736486080365154,0.01921569779333599,0.08180154873977448,0.3780221015060058,0.37826320485433923,0.5019314207800466,0.4577514997603887,0.40152084676355076,0.49307381932860667,0.5099255011491877,0.41977796189090144,0.3377916913818002,0.3228846176044366,0.2813381265368775,0.6129183523438959,0.602434436069871,0.26381861759977604,0.2904874118433059,0.5905984215987475,-0.03680202139033915,0.10710145154783657,0.03550245016845278,-0.04063630303491431,0.7117303893284275,0.4806349720861509,0.4495264476686439,0.3042427435717021,0.6559591399008632,0.6264798546909591,0.5747393713763402,0.3141684534290226,0.7613016040720186,0.7236897088131841,0.6464194113093659,0.31307972968265274,0.5254456293698543,0.5734687063794371,1.0,0.12269189786658984,0.45004903612412805,0.08721939955741627,-0.02973870779988534,-0.06804530618729587,0.08911263871723589,0.08028892337466297,-0.05950388771429614,-0.047565808734316824,0.027295130293598414,-0.05439474952668764,0.030321698800039373,-0.03413024271443985,-0.004219967307345495,-0.025855139073729407,0.528269826627783,0.7091054256634551,0.6428662816988167,0.27075020697150715,-0.09235891042456477,-0.17714320898991273,-0.0901844643232518,0.3170935440651661
Military expenditures,0.04461302857300518,0.03411844537140805,0.040754334793173405,0.02600158695547747,0.07672506229245503,-0.16975363080314318,0.15102269201512253,0.05375426224735587,-0.21104377660232557,0.023772845933630004,0.005298240421365794,0.12992643969398726,-0.01350093644944922,-0.042039332567437235,-0.009753418341555242,-0.08911316139024249,-0.05622920229690965,-0.10941659868959851,-0.010824501679485914,-0.009594050133925905,0.027976349677649854,0.07885983944982518,0.0665537554985757,0.056487761976104986,0.05589996526573651,0.058773729813008234,0.022082248583511765,0.0028219657044052516,-0.03440136290268807,0.08080526827006627,0.07944207970766906,-0.08500044887507426,-0.055005885113587255,0.07349532467042885,0.35498032040303823,0.018692049883818392,-0.2446870208626962,-0.24543320440964392,0.39860670536345544,0.42415269108390874,0.04795723903607112,0.29169861566670385,0.1549271541727417,0.1439220203416146,0.2746103272798356,0.10101930406575545,0.2243981390538666,0.20600263578623887,0.13137344431103357,-0.003777839462709402,0.21595686649592769,0.07839648227961973,0.12269189786658984,1.0,0.030473482608829046,0.012722638386743897,-0.027234645109701246,-0.07539376128044721,-0.24518136868149212,-0.04225313553778591,-0.1265935456195296,-0.10912276635972087,0.11169737550782194,-0.09116346638873703,0.29312542066304353,-0.06454051388166879,-0.022258718503976694,0.06437995396675722,0.07162906743577058,0.12030202704088158,0.06518179963113478,-0.02959928123081355,-0.001951751054322341,-0.10158129840830572,-0.006062129857097801,0.08787977645676338
Population,0.7105576594503192,0.9871738405529419,0.9403757405841092,0.7458651190048754,0.8161891360546212,0.06603838122832852,-0.04376205597739323,0.17569970716013514,0.04706656788398388,0.9823692023174663,-0.06582853987651638,0.04020872657720258,-0.16102281836341187,0.00787736349117759,0.022428845221411677,-0.004191991542984224,-0.034775276714799276,-0.012643301963200028,0.6057226075981458,0.6058343857686566,0.6396655168684668,0.36755253189651504,0.3731635933191237,0.6290690026164487,0.6085391208214783,0.7148997392505195,0.19829295076219328,0.22739046075466324,0.1710476873713431,0.7751016447210809,0.7615912531849958,0.1197608760023481,0.16739183967421012,0.77783179164807,0.004156092387718604,0.03868624425318424,-0.032340301466908895,0.040954991346107306,0.2706769668406528,0.058688980408809634,0.7081503047937795,0.05351605540785977,0.5949621614070939,0.6169621931521301,0.31543299443087464,0.36916585097884624,0.2622179578450019,0.3752847898992668,0.07957099694395749,0.42941915488975657,0.12045238370647024,0.8112043676309738,0.45004903612412805,0.030473482608829046,1.0,0.03179066161890601,-0.018636505401013716,-0.04197950185138358,-0.0037263324671466666,0.025993023872277008,-0.030336726682214724,0.017043658034846053,-0.0032564419000823226,-0.04395159675463681,-0.17308926750307982,0.10949176463510386,-0.061802843325110025,-0.08978956178909134,0.21658138508046396,0.5234834580340906,0.7953820479498849,0.36312562436597196,0.03133124122868384,0.056429800698992595,-0.03930342252694656,-0.21319507699502832
Median age,0.23935252247639952,0.07099669231191694,0.13031119717026873,0.1557991490912409,0.1848510708106283,0.0018878525911473223,0.6423457099406122,0.27828152155322755,-0.029174860205110287,0.05716663326291001,-0.2836006168729541,-0.47656878434785255,0.41769952533884463,0.22545421976926483,0.1486360429309739,-0.05315537102594041,-0.456571231389891,-0.5178320860057268,0.27636864737641886,0.27640989420436307,0.24978131482845317,0.16103276841560804,0.3102795928493523,0.33140791471202474,0.3030091347692647,0.21488324997234198,0.28998407780498886,0.31855972938696886,0.31811567000302116,0.18893823248564384,0.18881366692055712,0.36170497714299166,0.41527456479286556,0.19684569749526995,-0.04910584003578178,0.3965595378833802,-0.17711423570945756,0.28474998255648826,0.09747244048817659,0.036683213110563204,0.27513435669157227,0.030223031864785754,0.22122454918846796,0.2146367577509562,0.28933553552852354,0.33055308254682975,0.1548940850117961,0.21816708826728487,0.1865253846537527,0.40604956172542717,0.08234747221006825,0.16418090348222206,0.08721939955741627,0.012722638386743897,0.03179066161890601,1.0,-0.7088086862238433,-0.9213018173083634,0.25277784479360227,0.2014479250434134,-0.6728694197807816,-0.808695752916915,0.8280167987891791,-0.8427690547874751,0.34054279022696604,-0.5930205835926297,0.18111579862618585,0.12675661871838467,0.10362260153895281,0.20305359287006536,0.16452672849854671,0.18575009644604645,0.07890920979043999,0.5668440018488803,-0.9556641766732966,-0.10468234938406733
Population growth rate,-0.13843546334077336,-0.049217748074669644,-0.08774824755872326,-0.09961640903127733,-0.10429088917088201,-0.14543471073299946,-0.2375387662611503,-0.08189599548768865,0.10799674951621253,-0.04457737955740032,0.2802645244740448,0.28106383133803614,-0.402624339738652,-0.18991124241107468,-0.09130079856284043,0.009890750632725468,0.23520244149991346,0.3403711846374098,-0.1460015681310235,-0.14603202498238188,-0.13352913928111865,-0.04914383727212219,-0.1446081908870144,-0.16436345974622324,-0.15213649255884423,-0.12383973960675342,-0.1113801246354026,-0.10074993476252851,-0.09095072114294521,-0.10475499944104387,-0.10510141227381287,-0.1869163447173108,-0.21686044140713231,-0.10705296514967123,-0.03318726089390363,-0.2293053832080689,0.16014315087658315,-0.15280722023039636,-0.001683785982393982,0.058140186864260285,-0.1379258940213903,0.0441982699826719,-0.10794201759760093,-0.10249748723641137,-0.1073335755820488,-0.12531049381918236,-0.061593528110410925,-0.10977383662474009,-0.05910407291189775,-0.2240014265343044,-0.021071066800306144,-0.09492909011684979,-0.02973870779988534,-0.027234645109701246,-0.018636505401013716,-0.7088086862238433,1.0,0.7327383594943264,-0.31851006065103926,0.5030734018370293,0.4464502693596392,0.5768762886347507,-0.5590671595433431,0.7028189810280313,-0.33712177476469446,0.4162161572828981,-0.16064571432218064,-0.15655750417150074,-0.042589017179223226,-0.10672581853097264,-0.09232868682733893,-0.08334943768995781,-0.032514656580332764,-0.39692657162185757,0.7927541049843532,0.09262695462235895
Birth rate,-0.200929503588296,-0.08268661214814758,-0.12541982690910253,-0.13496338813635475,-0.16419437555426292,-0.010140486996060696,-0.5643836412736487,-0.32510263473335094,0.038368250702043485,-0.0633743126045893,0.2689891869342127,0.3382025383595396,-0.3882801728816444,-0.19174522679519265,-0.09250325467617396,0.03947062015298336,0.4038385712934585,0.4620412909566822,-0.20308720317818246,-0.20312682684174915,-0.19055573724079267,-0.12456997338801032,-0.23500343104987495,-0.27007577649944997,-0.24522244647164898,-0.18511351730729508,-0.2082488241107538,-0.23928056727551608,-0.22181123914390924,-0.16316060397028898,-0.16191135690614042,-0.2610166401496429,-0.3039903727394487,-0.1662846317824427,-0.04091975681004,-0.29385404820634703,0.217899607506738,-0.22040056127934918,-0.10417129358444832,-0.04753008112924318,-0.22132049495929842,-0.05854765552532581,-0.1905295053290317,-0.1884487706706592,-0.2546834082409454,-0.28920639584943825,-0.14902298818173293,-0.19071349841641103,-0.1693316480702723,-0.30566234000527076,-0.10245437278174882,-0.14573145763968262,-0.06804530618729587,-0.07539376128044721,-0.04197950185138358,-0.9213018173083634,0.7327383594943264,1.0,0.0016006479736023812,-0.1693695275372675,0.7691884252393257,0.8825955118642522,-0.8686115211403701,0.978274223883357,-0.4345198731569182,0.5825127761034221,-0.2171816530801018,-0.15393658547489317,-0.09988244990022253,-0.18332156269641214,-0.14531499111897733,-0.1789518303681039,-0.07032446312508774,-0.47299521840842623,0.9605069069598043,0.05713829710404761
Death rate,0.0579972493331517,-0.0024782536696284453,0.027233167415351936,0.03927992891266308,0.026732413257424575,-0.04213167220051956,-0.07324274602175661,-0.11828836402409701,-0.008162567874034257,0.00646122591863345,0.0439786471263517,-0.20684211946848888,0.09208172312239168,0.17888629869154693,0.06899875206718038,-0.01498297576647176,-0.10691770592283543,-0.10296554196774071,0.08040434936564492,0.08037455872403025,0.06981950064595256,0.04180458877349937,0.06449568844612875,0.061907467266775706,0.06821016716066818,0.006613227994394638,0.09854887495860674,0.08473163312278943,0.1063596540080304,0.0355865071998005,0.03716094004439453,0.19126255118200283,0.22452096317770465,0.04139329200860538,-0.21554147290481065,0.25544668643237894,0.13494214582271755,0.07893318636576475,-0.08703514983856032,-0.1254374495449039,0.06437775096001676,-0.1949130916986991,0.03386428385599378,0.004675694711736097,0.00499485144485422,-0.04238577656058607,0.013512316148768052,0.04118594298068776,0.018954472176908797,0.12958651410026945,-0.039394931006906685,0.02460556050489225,0.08911263871723589,-0.24518136868149212,-0.0037263324671466666,0.25277784479360227,-0.31851006065103926,0.0016006479736023812,1.0,-0.12507128274625304,0.2821090722549348,0.2103588079942125,-0.22960026869625086,0.09990989080197296,-0.21860056216362042,0.1884377832303813,-0.06781204585295336,0.12253828293805072,0.0012268372703774088,0.07535206037739849,0.05345505012156719,-0.041488547484954084,-0.02645596545460824,0.21919556814455127,-0.27671835412485424,-0.06579166749898416
Net migration rate,0.07179801506215994,0.03238235428749851,0.039409502238803996,0.03566081077313894,0.0652040376832157,-0.2395134906201051,0.3467106203210558,0.27042387648299243,0.12625921277488789,0.017769090150837684,0.1122265374320003,-0.20415085809860395,-0.08831032058447168,0.023974569304808364,0.006529695438390971,-0.044327978517906055,-0.20978993362271925,-0.10677439823167642,0.06734977926892621,0.06766638600658385,0.06918958833370631,0.104157993341941,0.10934466095734714,0.12626515798452811,0.11469736485726356,0.05293497811346085,0.1456555407219788,0.21368775463929335,0.2089656945480639,0.0649041883087647,0.06332259586526345,0.12519588360770176,0.14813725308866532,0.0672545110699474,-0.08671502737898008,0.12611775873926628,0.02163320620936821,0.08200128554201033,0.10499291218634184,0.11082181770462998,0.1003800644367912,0.07399177055876215,0.09580515766155043,0.09272700672451033,0.17131618495035056,0.1752406030753857,0.10742341726035008,0.09932581173859736,0.14467927850786616,0.10427379952253882,0.08946834401308433,0.05207506551092847,0.08028892337466297,-0.04225313553778591,0.025993023872277008,0.2014479250434134,0.5030734018370293,-0.1693695275372675,-0.12507128274625304,1.0,-0.19800178960442857,-0.1823560911027261,0.19732662269400236,-0.15262021214041324,-0.04832675020757341,-0.039968377094504945,0.0034776474359073752,0.0018079350198211672,0.06633174325385739,0.0891285452239233,0.06866575696348118,0.07500094009728969,0.032718662345988386,-0.001259006941210675,-0.1279541391944851,0.04822307327675314
Maternal mortality rate,-0.160382076506533,-0.06415736879601856,-0.10348079124520723,-0.10616925771955504,-0.1302104486595125,-0.01700927479101669,-0.46283427473576405,-0.34406105033100515,0.04538444978565243,-0.04636780895532661,0.2054010208727946,0.276833856667312,-0.4358663669490569,-0.03796764507537945,-0.06710450192117612,0.05436448787768372,0.23255546059895746,0.3294132406886019,-0.13540142351201886,-0.1354547421678577,-0.13557947188148234,-0.09116624318466587,-0.1640978779041414,-0.2057527260249806,-0.1871243786796771,-0.13078532925762965,-0.16258804323586679,-0.1662697704160241,-0.14286723010437996,-0.12645543474655424,-0.12455005223350019,-0.2007164034883313,-0.23563579433983922,-0.1266818230187499,0.020296214376485728,-0.19888120934895737,0.13182698930607362,-0.21238750606361093,-0.12682432617234732,-0.08343097392053389,-0.14924810693277288,-0.09509910598503268,-0.14705422920596883,-0.1488803272125919,-0.19088155422126812,-0.21916960268105815,-0.13038481771418425,-0.15949278356243848,-0.13113817194752078,-0.21706861757680598,-0.09974653150644253,-0.10998472400699182,-0.05950388771429614,-0.1265935456195296,-0.030336726682214724,-0.6728694197807816,0.4464502693596392,0.7691884252393257,0.2821090722549348,-0.19800178960442857,1.0,0.8499473132045394,-0.799673088937745,0.7715070850962117,-0.5232021976765324,0.548576696228135,-0.31581815292169957,-0.1462982166032822,-0.0875147317247856,-0.1472856934863105,-0.11424457535267947,-0.10572616171828578,-0.05118017169647314,-0.3316936253416148,0.659589079989656,0.031908164789715456
Infant mortality rate,-0.17213102351380477,-0.0254608006870188,-0.08172527579566051,-0.1112263231678116,-0.13003840873563954,-0.0011826397440205662,-0.55458597862633,-0.29232057511069204,0.02060470585991606,-0.011205130511563442,0.2623198062739393,0.30842608800387766,-0.43541306713427225,-0.1338764282720824,-0.09518447354097136,0.022568672822929105,0.34902177545063506,0.42624996745419097,-0.17171459910416761,-0.17169710046158057,-0.16683410408963797,-0.1272731487844021,-0.2092672874557211,-0.2393670640761575,-0.21610096710621182,-0.15092697210819264,-0.2081799615888882,-0.2570114913034696,-0.23606105817783232,-0.13245269365008217,-0.13250363685920963,-0.22761704791195755,-0.2627259318122818,-0.13475063928295494,-0.023304459709131316,-0.25884414379689413,0.22513636399665327,-0.28150124353595224,-0.11968642202657537,-0.06991152467185613,-0.1730751093756808,-0.09512678583255076,-0.1647103169652027,-0.16495363399260413,-0.2328929183924199,-0.26516800588102635,-0.14105197422289423,-0.17603394946996956,-0.1550530685689221,-0.26507184844353576,-0.09190421238196672,-0.11210346846933003,-0.047565808734316824,-0.10912276635972087,0.017043658034846053,-0.808695752916915,0.5768762886347507,0.8825955118642522,0.2103588079942125,-0.1823560911027261,0.8499473132045394,1.0,-0.918242328636366,0.8648805882389338,-0.5464759690983394,0.6468147536444812,-0.31604964906545846,-0.13502283683234448,-0.09937968362734427,-0.1630849562687512,-0.09935792624549511,-0.180361934910323,-0.06667936241322585,-0.4572511649423699,0.7905225889195964,0.042255493361375185
Life expectancy at birth,0.19186502836482613,0.032002579438951614,0.08834007332928127,0.11269500415645517,0.148773577190028,-0.026289950684040064,0.6598762021094019,0.268153637295457,-0.02548288313986404,0.018718661918975654,-0.3255597329454051,-0.396261603077985,0.35003794418261563,0.14124373647483732,0.15075597431334345,0.009872699552797798,-0.41725187090429766,-0.47189566803008903,0.22013008606721518,0.22014684957643774,0.20481284963079568,0.1592007504173649,0.2689156284104032,0.2792584724131012,0.25860215621896115,0.17555270976817158,0.26752491541204476,0.3090591809587429,0.302539905664006,0.1455155845589546,0.1447428328086318,0.2670519082997597,0.30141498102199843,0.15038137848503202,0.054850006391126735,0.27306565661283616,-0.2712849142177627,0.3021419353995807,0.11585728683625578,0.07786631542504648,0.22240947172213776,0.11102657369540574,0.182588572503636,0.193171948961096,0.2654070580338037,0.35898891021638785,0.1241372340376107,0.1747826514364214,0.15254869940152763,0.3245574587333531,0.04603223618520697,0.11660253535284038,0.027295130293598414,0.11169737550782194,-0.0032564419000823226,0.8280167987891791,-0.5590671595433431,-0.8686115211403701,-0.22960026869625086,0.19732662269400236,-0.799673088937745,-0.918242328636366,1.0,-0.8259257084596856,0.45978652400774445,-0.5716099591860246,0.21006509291622896,0.10288051018065174,0.11382647164572263,0.16510825707712373,0.11888337633363874,0.21860094349932235,0.054733283505342754,0.5120517369461776,-0.7682745206382132,-0.07924523008629762
Total fertility rate,-0.18022429707118817,-0.08458962107309324,-0.12012939593964195,-0.12406430223953775,-0.14806303191840345,-0.031173026949826557,-0.48687670475704464,-0.33445410087046,0.02528123529497587,-0.06436078555549339,0.2266365326034573,0.25679321730567994,-0.36377675198519943,-0.16649701692749555,-0.06371006220072954,0.03516364523512599,0.36436835372446547,0.4006486417570743,-0.1699626666831685,-0.17001638465018598,-0.1600868962090194,-0.09629260998485108,-0.1971097101929388,-0.23543406883800114,-0.21009910957983052,-0.17098813578481178,-0.16298761519162044,-0.1903438495502295,-0.16700904503199218,-0.14663213946553608,-0.14510953612851646,-0.22004106110764043,-0.25069381508149313,-0.1483413280632577,-0.07281152928816817,-0.23508205835966964,0.2135362512914992,-0.16758170736106065,-0.08965992762264696,-0.029057260807459608,-0.18945425972122407,-0.059607426570285116,-0.1665008236002716,-0.166669257853383,-0.21873556199542596,-0.2581312140126149,-0.13094035912286564,-0.16908418713325302,-0.13349834566362265,-0.25534761623015534,-0.0926157567868882,-0.13442937761877877,-0.05439474952668764,-0.09116346638873703,-0.04395159675463681,-0.8427690547874751,0.7028189810280313,0.978274223883357,0.09990989080197296,-0.15262021214041324,0.7715070850962117,0.8648805882389338,-0.8259257084596856,1.0,-0.4355523520413488,0.5686812526971616,-0.231129722574625,-0.1699798960368523,-0.08888979546723355,-0.1611270308314787,-0.1279560836670738,-0.165982366794876,-0.07427830592437863,-0.4049124605361924,0.9133164157546554,0.052176607605715374
